customer_id,customer_name,pet_name,pet_type,pet_birthday
1470,Gerald Wright,David,Rottweiler,2017/09/10
1471,Rachel Foster,Lindsey,Rottweiler,2013/04/26
1472,Rebecca Kim,Jacob,Poodle,2014/09/15
1473,Eric Levine,Larry,Golden Retriever,2019/07/18
1474,Jacob Scott,Cynthia,Chihuahua,2015/03/16
1475,Shelley Howard,Jennifer,Chihuahua,2015/04/17
1476,Katie Martin,Anthony,Golden Retriever,2014/12/15
1477,Nicholas Davis,Leroy,Bulldog,2023/04/22
1478,Chris Schwartz,Todd,Rottweiler,2011/08/31
1479,Nathan Jones,Taylor,Bulldog,2020/11/13
1480,Mrs. Kelly Brown,Steven,Poodle,2018/02/18
1481,Jeffery Ray,Gary,Poodle,2015/10/17
1482,Elijah Rich,Kayla,Poodle,2021/03/01
1483,Kyle Wallace,Carrie,Dachshund,2014/12/25
1484,Paula Hall,Chelsey,Rottweiler,2018/06/22
1485,Thomas Ramirez,Lisa,Chihuahua,2015/05/20
1486,James Gaines,Matthew,Labrador Retriever,2012/05/18
1487,Matthew Mitchell,Sarah,Golden Retriever,2023/04/12
1488,John Liu,Megan,Poodle,2014/03/28
1489,Justin Harmon,James,Golden Retriever,2010/07/22
1490,Maurice Allison,Laura,Dachshund,2015/08/29
1491,Ruth Luna,Elizabeth,Golden Retriever,2010/08/17
1492,Alex Mills,Ryan,Dachshund,2009/12/28
1493,Vicki Walker,Christina,Bulldog,2015/12/23
1494,Brian Forbes,Dennis,Beagle,2015/12/12
1495,Harold Roberts,Jeffrey,Labrador Retriever,2009/11/09
1496,Dennis Gardner,Judith,Pug,2021/06/05
1497,Meredith Martinez,David,Dachshund,2011/06/13
1498,Jasmine Rodriguez,Brittany,Pug,2021/12/08
1499,Nicholas Gonzalez,Kristina,Dachshund,2017/10/09
1500,Debra Byrd,Margaret,Bulldog,2016/10/26
1501,Anthony Garrison,Jessica,Labrador Retriever,2022/07/12
1502,Brenda Snow,Julia,Rottweiler,2018/08/15
1503,Patty Roberson,Emily,Bulldog,2015/05/09
1504,Daniel Tran,Tonya,Golden Retriever,2012/04/05
1505,Kimberly Richards,Keith,Labrador Retriever,2015/03/10
1506,James Hammond,Gabrielle,Beagle,2011/02/24
1507,Elizabeth Bridges,Angela,Beagle,2013/07/24
1508,Christopher Ho,Hannah,Rottweiler,2013/02/23
1509,Matthew Brown,Joseph,Pug,2017/04/29
1510,Andrea Morrow,Sarah,Rottweiler,2013/06/26
1511,Mrs. Madison Price,Alex,German Shepherd,2009/12/10
1512,Ryan Gibson,Lindsay,Pug,2015/01/09
1513,Brian Wood,Jose,Golden Retriever,2016/04/02
1514,Shane Cook,Jacob,Rottweiler,2014/10/10
1515,Mr. James Holden,Sean,German Shepherd,2016/09/08
1516,Gloria Daniels,Sabrina,Golden Retriever,2022/11/11
1517,Rebecca Jones,Shannon,Pug,2014/02/04
1518,Mary Thompson,Scott,Golden Retriever,2024/11/25
1519,Harold Mendez,Charles,Pug,2020/02/11
1520,Elizabeth Hanna,Matthew,Golden Retriever,2021/05/19
1521,Nancy Murray,Heather,Chihuahua,2015/06/16
1522,Mr. Kyle Stevens,Melanie,Golden Retriever,2022/06/04
1523,Matthew Wagner,Henry,Golden Retriever,2010/08/31
1524,Michael Spencer,Nicholas,Labrador Retriever,2014/07/04
1525,Paul Hall,Michael,German Shepherd,2010/01/16
1526,Julie Cunningham,Stephanie,Golden Retriever,2023/04/17
1527,Kim Perry,Christine,Dachshund,2021/08/24
1528,Thomas Rodriguez,Natalie,Labrador Retriever,2017/05/29
1529,Beth Santos,Shawn,German Shepherd,2015/09/21
1530,Joseph Watson,Noah,Dachshund,2009/02/10
1531,Lucas Marshall,Rose,Poodle,2014/12/28
1532,Amber Hawkins,Tracy,Chihuahua,2018/06/26
1533,Jason Bryant,Robert,Golden Retriever,2021/02/01
1534,Rebecca Lynch,Brittany,Poodle,2011/12/28
1535,Mrs. Heidi Shaw,Matthew,Labrador Retriever,2010/03/19
1536,Cassandra Munoz,Daniel,Rottweiler,2012/01/10
1537,Brianna Callahan,Donna,Dachshund,2009/06/11
1538,Hannah Sanchez,Jessica,Dachshund,2019/12/06
1539,Elijah Freeman,Jasmine,Dachshund,2019/07/18
1540,Laura James,Sherry,Dachshund,2011/03/11
1541,Brandon Soto,Dennis,Bulldog,2022/07/01
1542,Victoria Rogers,Seth,Dachshund,2014/01/23
1543,Mark Taylor,Madeline,Bulldog,2024/12/11
1544,Michael Tanner,Corey,German Shepherd,2012/12/16
1545,Christopher Baker,Samantha,Chihuahua,2019/01/21
1546,Thomas Brown,Kari,Chihuahua,2014/10/25
1547,Kara Richmond,Christopher,Rottweiler,2010/07/30
1548,Sharon Bennett,Rachel,Poodle,2015/04/29
1549,Frederick Garcia,Cheryl,Golden Retriever,2023/06/13
1550,Stephanie Tucker,Dwayne,Golden Retriever,2020/09/04
1551,Scott Nguyen,Kenneth,Bulldog,2022/01/15
1552,Lindsay Summers,Christopher,Beagle,2022/11/13
1553,Erin Stanton,Jennifer,Golden Retriever,2014/11/07
1554,Bridget Beck,Jacob,Rottweiler,2018/05/10
1555,Tyler Smith,Suzanne,Poodle,2014/08/21
1556,Christopher Garcia,Martha,Dachshund,2019/02/14
1557,Trevor Andrews,Connor,Golden Retriever,2022/01/18
1558,Jennifer Conway,Mark,Golden Retriever,2018/10/28
1559,Ian Warner,Bonnie,Dachshund,2011/12/15
1560,Joanna Cruz MD,Thomas,Chihuahua,2012/02/06
1561,Charles Ray,Melissa,Beagle,2018/08/22
1562,Lisa Ayala,Christopher,Labrador Retriever,2017/12/28
1563,Robert Burch,Edward,Labrador Retriever,2014/03/28
1564,Kelsey Mitchell,Molly,Bulldog,2018/10/07
1565,Emily Jones,Mark,Labrador Retriever,2013/10/12
1566,Christopher Harris,Robert,Golden Retriever,2022/08/17
1567,Karen Figueroa,Matthew,Golden Retriever,2023/09/22
1568,Adrienne Rogers,Dominique,German Shepherd,2023/12/16
1569,Gordon Colon,Colton,Golden Retriever,2022/01/20
1570,Marcus Malone,Hannah,German Shepherd,2018/09/01
1571,Jennifer Jefferson,Lindsay,Pug,2021/04/15
1572,Michelle Rodriguez,Gary,Labrador Retriever,2014/12/22
1573,William Lawson,Traci,Dachshund,2017/04/19
1574,Rachel Berry,Gregory,Pug,2009/12/02
1575,Sarah Andrews,John,Dachshund,2019/04/29
1576,Jacob Decker,Kevin,German Shepherd,2019/07/25
1577,Gordon Jensen,Charlotte,German Shepherd,2012/07/18
1578,Margaret Olsen,Tyler,Labrador Retriever,2023/08/07
1579,Laura Johnson,Mary,Chihuahua,2024/03/21
1580,Stephanie Harris,Melissa,German Shepherd,2023/12/01
1581,Matthew Conley,Christopher,Beagle,2016/08/01
1582,Bradley Stephens,Christina,Rottweiler,2010/12/03
1583,Brittany Williams,Ethan,Dachshund,2015/01/27
1584,Richard King,Richard,Bulldog,2017/03/22
1585,Jamie Thornton,Melissa,Beagle,2010/05/15
1586,Kendra Williams,Chad,Labrador Retriever,2020/04/21
1587,John Padilla,Raymond,German Shepherd,2017/04/23
1588,Jessica Newton,Connie,Beagle,2023/03/30
1589,Jeremy Moore,Robert,Golden Retriever,2024/06/04
1590,Stephen Kaufman,Raven,Chihuahua,2021/08/07
1591,Michael Hatfield PhD,Robert,Poodle,2012/06/28
1592,Kristie Harrison,Sophia,Beagle,2014/11/07
1593,Eric Young,Gina,Pug,2016/04/28
1594,Tina Webb,Michael,Pug,2016/01/09
1595,Kathryn Woods,Thomas,Beagle,2014/09/04
1596,Benjamin Wade,Mary,Pug,2011/04/21
1597,Randy Moore,Michael,Pug,2023/01/08
1598,Timothy Davis,Jennifer,Dachshund,2022/05/06
1599,Ronald Hawkins,Michael,Dachshund,2009/06/25
1600,Cheryl Suarez,Jeremy,Bulldog,2013/07/11
1601,Michelle Soto,Dylan,Bulldog,2013/05/09
1602,Gregory Wilson,John,Dachshund,2023/08/04
1603,Heather Cox,Christina,Rottweiler,2023/09/28
1604,Devon Taylor,Michelle,Chihuahua,2017/06/18
1605,Jason Casey,Scott,Rottweiler,2024/03/16
1606,Brandon Bell,Anthony,Poodle,2022/12/26
1607,Anna Wallace,James,Rottweiler,2014/11/03
1608,Stephanie Romero,Gregory,Golden Retriever,2015/03/20
1609,Katie Carlson,Melissa,Chihuahua,2019/03/23
1610,Gary Elliott,Sara,Chihuahua,2017/03/31
1611,Edwin Parker,Keith,Rottweiler,2012/06/14
1612,Cassandra Blankenship,Jonathan,Dachshund,2020/03/16
1613,Aaron Moody,Maria,Poodle,2022/12/21
1614,Kerri Wilson,Christopher,Dachshund,2017/09/06
1615,Mark Lewis,Devin,Bulldog,2018/05/03
1616,Nicholas Jackson,Jennifer,Golden Retriever,2012/06/01
1617,Nicholas Brown,Cynthia,Golden Retriever,2017/11/03
1618,Patricia Barrett MD,Seth,Beagle,2021/08/02
1619,Rachael Griffith,Erika,Bulldog,2017/12/04
1620,Todd Watson,Michelle,Labrador Retriever,2023/09/13
1621,Kimberly Travis,Eugene,Beagle,2024/08/13
1622,George Lee,Anita,Poodle,2013/01/04
1623,Christopher Garcia,Tracy,Pug,2009/06/19
1624,Michael David,Natasha,Chihuahua,2016/04/12
1625,Linda Ward,Stephanie,Golden Retriever,2020/12/23
1626,Tammy Williams,Kaylee,Rottweiler,2020/05/02
1627,Holly Smith,Cheryl,Pug,2021/12/10
1628,Charles Diaz,Jennifer,German Shepherd,2019/01/21
1629,Jennifer Scott,Morgan,Dachshund,2022/10/18
1630,Aaron Richardson,Jacqueline,Rottweiler,2016/10/03
1631,Brenda Young,Heather,Beagle,2012/09/14
1632,Karen Bell,Kayla,Chihuahua,2013/12/24
1633,Samantha Cabrera,Brian,Labrador Retriever,2011/06/05
1634,Kimberly Martinez,Tyler,German Shepherd,2016/09/03
1635,Patrick Chavez,Katherine,Bulldog,2012/08/22
1636,Casey Murphy,Adam,Dachshund,2024/09/10
1637,James Willis,Brian,Labrador Retriever,2018/04/16
1638,Brittney Combs,Gregory,Bulldog,2014/12/30
1639,Daniel Hensley,Dennis,Dachshund,2021/04/08
1640,Jose Brandt,Clifford,Beagle,2020/03/31
1641,Jason Hill,Jonathan,German Shepherd,2014/03/05
1642,Jeffrey Hartman,Michelle,Beagle,2013/11/28
1643,Francis Oneill,Tyler,Beagle,2014/06/09
1644,Nancy Smith,Jacob,Bulldog,2020/09/03
1645,Amanda Hill,Heidi,Poodle,2022/05/29
1646,Edward Vincent,Bradley,German Shepherd,2022/09/27
1647,Brenda Lutz,Julie,Pug,2017/10/26
1648,Jeremy Gentry,Dean,Bulldog,2009/04/10
1649,Kristopher Morgan,Lisa,German Shepherd,2022/08/14
1650,Philip Wolfe,Eric,Labrador Retriever,2011/02/20
1651,Courtney Cruz,Charlene,Chihuahua,2023/05/25
1652,Austin Love,Faith,Bulldog,2021/06/26
1653,Grace Simmons,Mark,Bulldog,2017/08/22
1654,Matthew Thompson,Stephanie,Rottweiler,2013/02/19
1655,Shannon Munoz,Christy,Golden Retriever,2021/09/29
1656,Melvin Stevens,Thomas,Bulldog,2019/06/28
1657,Corey Adams,Rebecca,Golden Retriever,2009/03/11
1658,Jessica Myers,Mary,Pug,2011/11/18
1659,David Monroe,Emily,Rottweiler,2023/03/06
1660,Joshua Collins,Dana,Poodle,2018/11/20
1661,Mr. Brian Herrera,Brandon,Chihuahua,2009/10/17
1662,Jeffery Graham,Patricia,German Shepherd,2023/12/16
1663,Corey Knight,Taylor,Bulldog,2019/03/20
1664,Timothy Chung,Melvin,Poodle,2017/08/06
1665,Joan Scott,Amber,Chihuahua,2011/10/06
1666,Jeremy Hall,Jim,Rottweiler,2024/02/02
1667,Robert Baker,Cindy,German Shepherd,2021/08/09
1668,Christina Haas,Kimberly,Bulldog,2024/09/04
1669,Jessica Wilson,Edward,Poodle,2023/04/17
1670,Jason Richardson,Amber,Beagle,2013/03/13
1671,Mark Stevens,Joyce,Golden Retriever,2023/06/21
1672,Roberto Huerta,Kevin,German Shepherd,2022/03/09
1673,Tanya Gillespie,Heather,Golden Retriever,2022/09/24
1674,Jenna Martinez,Kimberly,Golden Retriever,2009/09/11
1675,Brianna Martinez,Brian,Chihuahua,2022/02/12
1676,Eric Potter,Eric,German Shepherd,2013/11/08
1677,Daniel Watkins,Larry,Pug,2017/04/03
1678,Matthew Edwards,Anthony,Golden Retriever,2010/09/22
1679,Heather Myers,Michael,Dachshund,2018/10/06
1680,Justin Johnson,Peter,Bulldog,2017/11/26
1681,Justin Aguilar,William,Dachshund,2024/02/27
1682,Kiara Boyd,Michael,Pug,2017/07/17
1683,Erica Wang,Tim,Dachshund,2010/04/09
1684,Andres Nash,Juan,German Shepherd,2009/03/07
1685,Melissa Allen,Katie,Poodle,2013/06/25
1686,Toni Robinson,Beth,Bulldog,2010/12/24
1687,Steve Wilson,Zachary,Dachshund,2021/07/03
1688,Sharon Brooks,Noah,Poodle,2015/05/10
1689,Justin Jordan,Justin,Beagle,2024/12/08
1690,James Mann,Stacey,Dachshund,2015/12/24
1691,Christopher Flowers,Haley,Chihuahua,2009/07/16
1692,Shannon Adams,Daniel,Pug,2015/08/19
1693,Devon Finley,Susan,German Shepherd,2021/05/25
1694,Rebecca Reed,Jeffery,Beagle,2020/12/09
1695,Don Hawkins,Andrea,Pug,2021/05/09
1696,Stacey Williams,Lauren,Golden Retriever,2023/04/15
1697,Stephanie Robertson,Jeremy,German Shepherd,2024/02/14
1698,Barbara Woods,Sara,Dachshund,2017/06/28
1699,Rachel Tyler,Thomas,Dachshund,2019/11/10
1700,Lauren Branch,Sara,Labrador Retriever,2021/11/22
1701,Dominique Phillips,Michael,Rottweiler,2011/06/21
1702,Miss Veronica Salinas MD,Juan,German Shepherd,2010/03/16
1703,Melissa Marks MD,Allison,Dachshund,2011/07/25
1704,Chelsea White,Adam,Beagle,2019/01/05
1705,Ashley Holden,Dylan,Chihuahua,2012/04/05
1706,James Ortiz,Amy,Pug,2012/07/05
1707,Charles Harris,Kimberly,Poodle,2011/11/12
1708,Shannon Perry,Danielle,Rottweiler,2018/06/10
1709,Holly Harvey,Daniel,Poodle,2014/04/09
1710,Micheal Riggs,Tony,Poodle,2014/05/14
1711,Heather Sanders,Justin,Bulldog,2010/05/08
1712,Ryan Hunter,Jeffery,Chihuahua,2010/09/18
1713,Beth Ford,Keith,Rottweiler,2016/09/23
1714,Kim Allen,Stephen,Chihuahua,2013/09/02
1715,Lauren Clarke,Shannon,Beagle,2020/01/25
1716,Colton Dominguez,Eric,Pug,2013/11/06
1717,Gregory Leach,Ryan,German Shepherd,2013/05/27
1718,Christine Martinez,Andre,Rottweiler,2020/02/03
1719,Cheryl Moon,Sarah,Golden Retriever,2016/09/30
1720,Sharon Ayala,Sandra,Chihuahua,2013/09/02
1721,Meghan Aguilar,Jacob,Chihuahua,2010/01/05
1722,Crystal Brandt,Jimmy,Chihuahua,2021/10/17
1723,Steven Hunt,Aaron,Beagle,2024/05/19
1724,Danielle Moore,Anthony,Labrador Retriever,2024/05/07
1725,Lynn Maxwell,Cassidy,Dachshund,2022/07/28
1726,Anthony Sanchez,Amanda,Pug,2013/07/09
1727,Kevin Gutierrez,Tiffany,Poodle,2010/08/11
1728,Kimberly English,Robert,Labrador Retriever,2021/05/23
1729,Mary Moreno,Samuel,Dachshund,2019/02/02
1730,Erica King,Rachel,German Shepherd,2018/10/06
1731,Alexandra Warren,Angelica,German Shepherd,2016/12/02
1732,Madison Dean,Joshua,Poodle,2015/08/23
1733,Anthony Price,Michelle,Pug,2009/06/28
1734,James Daniel,Nathan,Golden Retriever,2014/02/16
1735,Julie Blevins,Emily,Labrador Retriever,2009/11/17
1736,Rachel Alexander,Michelle,Beagle,2016/09/17
1737,Darrell Monroe,Abigail,Beagle,2015/12/17
1738,Frank Gonzalez,Anthony,Bulldog,2020/07/21
1739,Melinda Anderson,Erica,German Shepherd,2011/06/25
1740,Meghan Grant,Anthony,Pug,2020/12/14
1741,Randy White,Joshua,Dachshund,2019/12/26
1742,Benjamin Quinn,Joseph,Labrador Retriever,2022/12/17
1743,Samuel May,John,Dachshund,2014/09/14
1744,Crystal Shannon,Angelica,Poodle,2009/06/06
1745,Stephanie Herrera,Christina,Bulldog,2014/08/15
1746,Mrs. Leah Mcfarland,Mark,Bulldog,2020/03/16
1747,Shannon Dominguez,Eric,Rottweiler,2015/05/02
1748,John Martinez,Melissa,Beagle,2024/05/14
1749,Hayley Lopez,Jodi,Bulldog,2016/09/08
1750,Jason Lopez,Robert,Rottweiler,2015/11/29
1751,Tyler Bishop,Terri,Beagle,2009/02/05
1752,Taylor Patel,Alicia,Pug,2015/05/30
1753,Billy Simmons,Albert,Labrador Retriever,2011/07/05
1754,Bradley Moore,David,German Shepherd,2020/10/13
1755,Aimee English,Christopher,Dachshund,2022/10/17
1756,Edward Williams,Devin,Pug,2022/08/22
1757,Larry Martinez,Kevin,Chihuahua,2024/12/26
1758,Jeffrey Rojas,Courtney,German Shepherd,2017/09/02
1759,Paul Gonzales,Katherine,Rottweiler,2018/04/05
1760,Roy Bean,Patricia,Poodle,2017/08/21
1761,Wendy Cook,Peter,Pug,2015/03/30
1762,Karen Jones,Kevin,Poodle,2012/09/08
1763,Heidi Kramer,Martha,Chihuahua,2019/01/07
1764,Jasmine Brown,Patricia,Bulldog,2021/12/31
1765,Rachel Sanchez,Lori,Dachshund,2016/05/17
1766,Erik Bauer,Amanda,Chihuahua,2015/01/25
1767,Michelle Young,Sheri,Beagle,2009/11/23
1768,Marie Montgomery,Christopher,German Shepherd,2024/12/04
1769,Lisa Williams,Nichole,Beagle,2016/02/04
1770,Benjamin Mitchell,Jessica,German Shepherd,2011/06/14
1771,Christine Adams,Edward,Golden Retriever,2016/03/05
1772,Kevin Valencia,Kimberly,German Shepherd,2015/04/21
1773,Robert Brooks,Carrie,Labrador Retriever,2012/02/09
1774,Mary Woods,Michael,Golden Retriever,2015/09/27
1775,Kent Todd,John,Rottweiler,2015/07/16
1776,Taylor Thompson,Stephanie,Poodle,2018/12/21
1777,David Carpenter,Melissa,Golden Retriever,2011/05/20
1778,Michael Malone,Jesse,Pug,2012/10/30
1779,Bryan Weeks,Gina,Rottweiler,2010/05/17
1780,Deborah Thomas,Jonathan,Golden Retriever,2013/12/20
1781,Zachary James,Jonathan,Poodle,2018/03/06
1782,Justin Barber,Ryan,Labrador Retriever,2017/12/13
1783,Jennifer Odonnell,Christopher,Golden Retriever,2011/12/25
1784,Cory Kennedy,Angela,Bulldog,2015/12/06
1785,Nicole Mccarthy,Steven,Bulldog,2009/01/28
1786,Mark Frye,Maria,Poodle,2010/12/07
1787,James Abbott,John,Rottweiler,2023/03/07
1788,Tracy Vargas,Ryan,Pug,2011/04/24
1789,Carolyn Morgan,Jessica,Chihuahua,2013/08/15
1790,Gary Ferrell,Peter,Chihuahua,2019/09/23
1791,April Richards,Daniel,Golden Retriever,2021/05/23
1792,Jamie Hess,Ashley,Labrador Retriever,2015/02/17
1793,Julie Chapman,Keith,Poodle,2012/01/27
1794,Melanie Foster,Christopher,Golden Retriever,2015/07/30
1795,Michael Carrillo,Caroline,Beagle,2024/11/26
1796,Kristina Phillips,Michelle,Chihuahua,2012/07/18
1797,Gabriel Hubbard,Heather,Rottweiler,2017/05/08
1798,Dr. Vanessa Morales,Morgan,Pug,2019/04/26
1799,Jennifer Arroyo,Stacey,Poodle,2022/08/27
1800,Jennifer Perkins,Bernard,Beagle,2010/03/20
1801,Julie Sanders,Sara,Pug,2014/01/17
1802,Aaron Barnett,Diane,Beagle,2022/06/27
1803,Christine Golden,Richard,Poodle,2014/09/07
1804,William Johnson,Stephanie,Chihuahua,2019/04/12
1805,Rebecca Haney,Anna,Beagle,2018/11/07
1806,Mr. Fernando Howe PhD,Joseph,Chihuahua,2013/08/12
1807,Kelly Black,Elizabeth,Rottweiler,2013/11/03
1808,Brittany Harris,Michele,Pug,2017/09/09
1809,Michael Singh,Margaret,Rottweiler,2016/07/22
1810,Michael Parker,Shawn,Pug,2016/03/07
1811,Regina Haley,Margaret,Labrador Retriever,2013/04/17
1812,Michelle Edwards,Catherine,Dachshund,2020/08/26
1813,Diane Bell,Joseph,Beagle,2010/10/23
1814,Christopher Valenzuela,Amanda,German Shepherd,2024/02/17
1815,Christopher Harris,Brenda,Beagle,2024/08/31
1816,Robert Willis,Larry,German Shepherd,2023/11/26
1817,Christopher Sullivan,Tara,Labrador Retriever,2011/10/17
1818,Brendan Gonzalez,Natalie,Bulldog,2024/05/11
1819,Susan Russo,Danny,Chihuahua,2018/10/31
1820,Kenneth Berg,Scott,Bulldog,2016/11/08
1821,Randy Spencer,Charles,Rottweiler,2009/04/04
1822,Emma Brown,Emily,Chihuahua,2013/01/22
1823,William Porter,Thomas,Poodle,2021/07/12
1824,Annette Mcfarland,Nicholas,German Shepherd,2015/05/12
1825,David Butler,Joseph,Dachshund,2024/04/30
1826,Catherine Rowland,Ruth,Pug,2019/08/27
1827,Sheila Johnson,Mario,Poodle,2010/06/25
1828,Cathy Kane,Thomas,Pug,2024/08/01
1829,Thomas Hughes,Carolyn,Golden Retriever,2023/11/05
1830,Eileen Brennan,William,Golden Retriever,2020/05/18
1831,William Vaughn,Patrick,Dachshund,2024/04/03
1832,Barbara Pitts,Jennifer,Poodle,2017/05/03
1833,Randy Ochoa,Larry,Chihuahua,2019/09/10
1834,Melissa Cruz,Sherry,German Shepherd,2020/09/29
1835,Caitlin Reed,Jennifer,Bulldog,2015/06/30
1836,Amanda Craig,Bryan,Rottweiler,2012/09/13
1837,Briana Terry,Brad,Bulldog,2021/03/31
1838,Molly Curtis,Jeremy,Rottweiler,2022/01/30
1839,Chelsea Cooper,Lori,Beagle,2015/04/06
1840,Brooke Moore,Jeanette,Rottweiler,2017/04/09
1841,Michael Hudson,Melanie,Golden Retriever,2016/01/29
1842,Ronald Long,Donna,German Shepherd,2022/04/17
1843,Julie Davis,Stacy,Golden Retriever,2013/10/17
1844,Don Williams,Elizabeth,Bulldog,2010/12/14
1845,Deborah Williams,Debbie,German Shepherd,2021/03/07
1846,Kelly Davenport,Marissa,Labrador Retriever,2017/02/03
1847,Scott Snyder,Natasha,Labrador Retriever,2016/09/09
1848,Mr. Luis Stewart,Michael,Labrador Retriever,2018/10/30
1849,Olivia Hoover,Carla,Poodle,2017/03/29
1850,Charles Davis,Richard,Dachshund,2022/01/28
1851,Jamie Glenn,James,Golden Retriever,2012/12/20
1852,Tim Mckee,Mark,Bulldog,2010/11/25
1853,Jacob Lewis,Kyle,Chihuahua,2014/07/30
1854,Tanner Walls,Kevin,Poodle,2011/09/01
1855,April Walker,Timothy,Pug,2019/09/09
1856,Tammy Garner,Deborah,Chihuahua,2020/08/24
1857,Maria Perez,James,Labrador Retriever,2014/07/25
1858,Cheryl Rogers,Michelle,German Shepherd,2014/09/26
1859,Brenda Perez,Michael,Dachshund,2018/04/29
1860,Stephanie Reed,Christopher,Poodle,2023/05/02
1861,Sarah Martin,Elizabeth,German Shepherd,2009/05/30
1862,Nancy Brown MD,Jack,Rottweiler,2018/08/25
1863,Heidi Vega,Lance,German Shepherd,2022/05/30
1864,Mark Rodriguez,Martin,Chihuahua,2012/04/11
1865,Mr. Mark Lee Jr.,Andrew,Labrador Retriever,2021/02/10
1866,Matthew Ball,Antonio,Chihuahua,2012/05/13
1867,Kimberly Wallace,Tyler,Beagle,2022/04/05
1868,Ariana Simpson,Debra,Rottweiler,2014/08/14
1869,Dr. Tamara Dougherty PhD,Christie,Chihuahua,2010/01/07
1870,Kimberly Hatfield,Jeffrey,Golden Retriever,2013/09/20
1871,Zachary Phillips,Brian,Dachshund,2016/07/02
1872,Leslie Mckinney DDS,Thomas,German Shepherd,2021/12/05
1873,Chelsea Taylor,Michael,Bulldog,2023/05/30
1874,Jeffrey Mills,Anthony,German Shepherd,2022/01/22
1875,Mitchell Ramirez,Curtis,Dachshund,2010/06/12
1876,Tara Dominguez,Dustin,Rottweiler,2021/06/24
1877,Daniel Fleming,Theresa,Golden Retriever,2023/01/28
1878,Michelle Mcmahon PhD,Ashley,German Shepherd,2020/11/12
1879,Michael Hall,Zachary,Dachshund,2009/06/04
1880,Bill Sims,Charles,Beagle,2023/08/14
1881,Jeff Zhang,Jason,German Shepherd,2012/09/12
1882,Elizabeth Anderson,Randy,Rottweiler,2010/02/22
1883,John Simmons,Brittany,German Shepherd,2018/03/25
1884,Kevin Clarke,Stacy,Dachshund,2022/03/30
1885,Jonathan Jones,Shannon,Golden Retriever,2011/06/24
1886,Dustin Collier,Elizabeth,German Shepherd,2018/03/08
1887,Kathryn Phillips,Rachel,German Shepherd,2011/05/16
1888,Erin Mcdonald,Paul,Golden Retriever,2020/06/12
1889,Paige Bennett,Kristina,Rottweiler,2019/01/25
1890,Michelle Wood,James,Chihuahua,2020/09/15
1891,Mark Adams,David,Dachshund,2021/08/29
1892,Christopher Moore,Amy,Beagle,2023/07/13
1893,Kent Berry,Elizabeth,Beagle,2016/12/29
1894,Jonathan Wilson,Crystal,Poodle,2009/10/12
1895,Jeremy Phillips,Amber,Bulldog,2018/09/23
1896,Sarah Hardy,Emily,Poodle,2010/02/25
1897,Timothy Lopez,Heidi,Rottweiler,2024/12/29
1898,James Arnold,Ashley,Poodle,2012/01/16
1899,Danny Cooper,Samantha,Poodle,2010/07/10
1900,Melanie Dominguez,Ashley,Rottweiler,2020/12/30
1901,Susan Reed,Thomas,Rottweiler,2017/03/30
1902,Jose Wright,Nicholas,Beagle,2010/09/22
1903,Mrs. Lindsay Young,Rhonda,Pug,2014/10/06
1904,Tracy Mccullough,Jake,Bulldog,2022/12/11
1905,John Morris,Jeffery,Poodle,2013/08/21
1906,Marc Schultz,Joel,Beagle,2016/11/01
1907,Mary Howe,Joy,Dachshund,2024/03/19
1908,Peter Collier,Catherine,Rottweiler,2014/11/26
1909,Robert Lamb,Kenneth,Poodle,2010/06/27
1910,Diane Dixon,Matthew,Chihuahua,2011/06/30
1911,Jason Drake,Laura,Poodle,2019/07/05
1912,Timothy Jackson DDS,Edgar,Pug,2016/12/21
1913,Mrs. Jessica Holmes,Mario,Poodle,2023/08/07
1914,Jessica Palmer,Joshua,Pug,2014/07/18
1915,Ryan Wilkins,Linda,Labrador Retriever,2022/01/30
1916,Michael Barker,Steven,Bulldog,2019/08/21
1917,Andrew Johnson,Kathryn,Poodle,2024/07/15
1918,Renee Tran,Stephanie,Bulldog,2022/02/07
1919,Aaron Patton,Michael,Pug,2017/09/16
1920,Benjamin Garrison,William,Rottweiler,2009/02/02
1921,Scott Vasquez,Hannah,Pug,2013/07/24
1922,Billy Stafford,Colin,Labrador Retriever,2017/06/30
1923,Christopher Sandoval,Vickie,German Shepherd,2018/10/28
1924,Carrie Mendoza,Terri,Bulldog,2010/05/14
1925,Maria Johnson,Craig,German Shepherd,2016/09/08
1926,John Tucker,Lisa,Poodle,2016/10/31
1927,Shawn Frye,Catherine,Bulldog,2011/10/19
1928,Thomas Hill,Douglas,Golden Retriever,2009/07/14
1929,Diane Cobb,Andrew,Pug,2012/02/20
1930,Jennifer Williams,Brandi,Chihuahua,2023/09/20
1931,Mrs. Alison Pollard,David,Chihuahua,2012/05/30
1932,Ann Pearson,Amy,Bulldog,2023/01/24
1933,Mrs. Diana Klein DVM,Jordan,Dachshund,2015/03/09
1934,Kathleen Hammond,Justin,Rottweiler,2009/07/27
1935,Ryan Young,Donna,Chihuahua,2018/03/25
1936,Mary Mitchell,John,German Shepherd,2009/06/17
1937,Joel Sherman,Amy,Chihuahua,2016/04/27
1938,Barbara Scott,Morgan,Chihuahua,2013/07/05
1939,Michael Davis,Trevor,Golden Retriever,2009/12/02
1940,Michelle Lopez,Austin,Poodle,2017/08/29
1941,Angel Chase,Jamie,Bulldog,2024/08/28
